condition,measure,observed,estimated
simultaneous contact,position (mm),94.45874023,70.04233458
simultaneous contact,position (mm),93.35821533,74.65621262
simultaneous contact,position (mm),92.07727051,72.20341594
simultaneous contact,position (mm),90.7277832,70.3659966
simultaneous contact,position (mm),89.06219482,68.33738111
simultaneous contact,position (mm),87.29888916,57.84595552
simultaneous contact,position (mm),85.65130615,56.80607427
simultaneous contact,position (mm),83.99957275,92.67560395
simultaneous contact,position (mm),82.10015869,90.54017676
simultaneous contact,position (mm),80.34417725,93.8855449
simultaneous contact,position (mm),78.25750732,92.72562151
simultaneous contact,position (mm),76.19580078,90.88239369
simultaneous contact,position (mm),73.92132568,89.47125306
simultaneous contact,position (mm),71.82507324,83.11240749
simultaneous contact,position (mm),69.54290771,80.82805705
simultaneous contact,position (mm),67.43518066,80.590877
simultaneous contact,position (mm),65.12182617,79.35157089
simultaneous contact,position (mm),63.03302002,75.89003293
simultaneous contact,position (mm),60.75640869,70.23143323
simultaneous contact,position (mm),58.6930542,66.86912365
simultaneous contact,position (mm),56.44586182,63.30077399
simultaneous contact,position (mm),54.35351563,59.76033736
simultaneous contact,position (mm),52.47314453,58.33483685
simultaneous contact,position (mm),50.17150879,56.13115989
simultaneous contact,position (mm),48.07537842,53.34679517
simultaneous contact,position (mm),45.84820557,50.16842114
simultaneous contact,position (mm),43.97406006,47.12557857
simultaneous contact,position (mm),41.89630127,45.47306287
simultaneous contact,position (mm),39.84564209,41.07732593
simultaneous contact,position (mm),37.55047607,34.57826985
simultaneous contact,position (mm),35.46899414,28.85706752
simultaneous contact,position (mm),33.36468506,27.46302967
simultaneous contact,position (mm),31.27990723,24.17090603
simultaneous contact,position (mm),29.26544189,22.48515285
simultaneous contact,position (mm),27.16638184,20.12061296
simultaneous contact,position (mm),25.10015869,19.29048278
simultaneous contact,position (mm),23.04046631,17.73574335
simultaneous contact,position (mm),20.79559326,14.70726066
simultaneous contact,position (mm),18.71722412,13.59122364
simultaneous contact,position (mm),16.96563721,12.12345023
simultaneous contact,position (mm),15.10784912,10.79927562
simultaneous contact,position (mm),13.40008545,10.68439657
simultaneous contact,position (mm),11.60482788,9.803926138
simultaneous contact,position (mm),10.052948,9.138369873
simultaneous contact,position (mm),8.591674805,9.002354375
simultaneous contact,position (mm),7.177307129,8.312434717
simultaneous contact,position (mm),6.032012939,8.133823618
simultaneous contact,position (mm),5.034240723,8.001196406
simultaneous contact,position (mm),4.00390625,7.100234907
simultaneous contact,position (mm),3.036651611,7.330154344
simultaneous contact,position (mm),2.326324463,6.7354294
simultaneous contact,position (mm),1.612579346,6.07229334
simultaneous contact,position (mm),1.094787598,6.701546536
simultaneous contact,position (mm),0.659484863,6.303342206
simultaneous contact,position (mm),0.303771973,6.429838233
simultaneous contact,position (mm),0.093017578,5.881742564
simultaneous contact,position (mm),0.032287598,6.224604883
simultaneous contact,position (mm),0.041870117,5.968547236
simultaneous contact,position (mm),0.118164063,6.531648173
simultaneous contact,position (mm),0.430206299,2.473771795
simultaneous contact,position (mm),0.88861084,1.553287312
simultaneous contact,position (mm),1.360687256,1.639285249
simultaneous contact,position (mm),2.005889893,1.222041976
simultaneous contact,position (mm),2.657440186,1.629765777
simultaneous contact,position (mm),3.544067383,1.730768983
simultaneous contact,position (mm),4.500701904,1.245114593
simultaneous contact,position (mm),5.522583008,1.437278838
simultaneous contact,position (mm),6.79776001,1.205423237
simultaneous contact,position (mm),8.068481445,1.204293809
simultaneous contact,position (mm),9.598175049,1.470677662
simultaneous contact,position (mm),11.35812378,1.211070382
simultaneous contact,position (mm),12.92175293,1.603466221
simultaneous contact,position (mm),14.82525635,5.051289693
simultaneous contact,position (mm),16.88800049,10.4938458
simultaneous contact,position (mm),18.85095215,12.32723145
simultaneous contact,position (mm),20.95513916,13.85389651
simultaneous contact,position (mm),23.19500732,15.02366207
simultaneous contact,position (mm),25.14154053,19.47909739
simultaneous contact,position (mm),27.41027832,20.0544607
simultaneous contact,position (mm),29.43798828,22.12002465
simultaneous contact,position (mm),31.40789795,26.17870776
simultaneous contact,position (mm),33.51257324,29.28334622
simultaneous contact,position (mm),35.27905273,30.73659841
simultaneous contact,position (mm),37.40679932,33.93175252
simultaneous contact,position (mm),39.51647949,34.96130756
simultaneous contact,position (mm),41.54290771,38.18905376
simultaneous contact,position (mm),43.58306885,41.05473735
simultaneous contact,position (mm),45.89471436,49.84669528
simultaneous contact,position (mm),47.94866943,54.81134164
simultaneous contact,position (mm),50.24786377,59.46152276
simultaneous contact,position (mm),52.33410645,62.57648743
simultaneous contact,position (mm),54.38995361,63.19944809
simultaneous contact,position (mm),56.66943359,63.33965861
simultaneous contact,position (mm),58.98461914,68.68863347
simultaneous contact,position (mm),61.47241211,70.96895024
